date,ticker,factor
2014-01-30,002374.SZ,801140.SI
2014-01-30,002377.SZ,801030.SI
2014-01-30,002378.SZ,801050.SI
2014-01-30,002379.SZ,801050.SI
2014-01-30,002381.SZ,801030.SI
2014-01-30,002382.SZ,801030.SI
2014-01-30,002384.SZ,801080.SI
2014-01-30,002385.SZ,801010.SI
2014-01-30,002386.SZ,801030.SI
2014-01-30,002387.SZ,801120.SI
2014-01-30,002388.SZ,801080.SI
2014-01-30,002389.SZ,801080.SI
2014-01-30,002390.SZ,801150.SI
2014-01-30,002391.SZ,801030.SI
2014-01-30,002393.SZ,801150.SI
2014-01-30,002394.SZ,801130.SI
2014-01-30,002395.SZ,801030.SI
2014-01-30,002397.SZ,801130.SI
2014-01-30,002399.SZ,801150.SI
2014-01-30,002402.SZ,801080.SI
2014-01-30,002403.SZ,801110.SI
2014-01-30,002404.SZ,801130.SI
2014-01-30,002407.SZ,801030.SI
2014-01-30,002408.SZ,801030.SI
2014-01-30,002409.SZ,801030.SI
2014-01-30,002411.SZ,801030.SI
2014-01-30,002412.SZ,801150.SI
2014-01-30,002413.SZ,801110.SI
2014-01-30,002414.SZ,801080.SI
2014-01-30,002416.SZ,801200.SI
2014-01-30,002418.SZ,801110.SI
2014-01-30,002419.SZ,801200.SI
2014-01-30,002420.SZ,801110.SI
2014-01-30,002422.SZ,801150.SI
2014-01-30,002424.SZ,801150.SI
2014-01-30,002425.SZ,801130.SI
2014-01-30,002427.SZ,801030.SI
2014-01-30,002428.SZ,801050.SI
2014-01-30,002429.SZ,801110.SI
2014-01-30,002432.SZ,801150.SI
2014-01-30,002433.SZ,801150.SI
2014-01-30,002436.SZ,801080.SI
2014-01-30,002437.SZ,801150.SI
2014-01-30,002440.SZ,801030.SI
2014-01-30,002442.SZ,801030.SI
2014-01-30,002443.SZ,801040.SI
2014-01-30,002447.SZ,801010.SI
2014-01-30,002449.SZ,801080.SI
2014-01-30,002450.SZ,801030.SI
2014-01-30,002453.SZ,801030.SI
2014-01-30,002455.SZ,801030.SI
2014-01-30,002456.SZ,801080.SI
2014-01-30,002458.SZ,801010.SI
2014-01-30,002460.SZ,801050.SI
2014-01-30,002461.SZ,801120.SI
2014-01-30,002462.SZ,801150.SI
2014-01-30,002463.SZ,801080.SI
2014-01-30,002464.SZ,801030.SI
2014-01-30,002466.SZ,801050.SI
2014-01-30,002470.SZ,801030.SI
2014-01-30,002473.SZ,801110.SI
2014-01-30,002475.SZ,801080.SI
2014-01-30,002476.SZ,801030.SI
2014-01-30,002477.SZ,801010.SI
2014-01-30,002478.SZ,801040.SI
2014-01-30,002479.SZ,801160.SI
2014-01-30,002481.SZ,801120.SI
2014-01-30,002484.SZ,801080.SI
2014-01-30,002485.SZ,801130.SI
2014-01-30,002486.SZ,801130.SI
2014-01-30,002489.SZ,801140.SI
2014-01-30,002492.SZ,801170.SI
2014-01-30,002493.SZ,801030.SI
2014-01-30,002494.SZ,801130.SI
2014-01-30,002495.SZ,801120.SI
2014-01-30,002496.SZ,801030.SI
2014-01-30,002497.SZ,801030.SI
2014-01-30,002501.SZ,801050.SI
2014-01-30,002502.SZ,801140.SI
2014-01-30,002503.SZ,801130.SI
2014-01-30,002504.SZ,801080.SI
2014-01-30,002505.SZ,801010.SI
2014-01-30,002507.SZ,801120.SI
2014-01-30,002508.SZ,801110.SI
2014-01-30,002511.SZ,801140.SI
2014-01-30,002512.SZ,801080.SI
2014-01-30,002513.SZ,801030.SI
2014-01-30,002515.SZ,801120.SI
2014-01-30,002516.SZ,801130.SI
2014-01-30,002517.SZ,801130.SI
2014-01-30,002519.SZ,801110.SI
2014-01-30,002521.SZ,801140.SI
2014-01-30,002522.SZ,801140.SI
2014-01-30,002538.SZ,801030.SI
2014-01-30,002539.SZ,801030.SI
2014-01-30,002540.SZ,801050.SI
2014-01-30,002543.SZ,801110.SI
2014-01-30,002547.SZ,801080.SI
2014-01-30,002548.SZ,801010.SI
2014-01-30,002549.SZ,801030.SI
2014-01-30,002550.SZ,801150.SI
2014-01-30,002551.SZ,801150.SI
2014-01-30,002554.SZ,801020.SI
2014-01-30,002556.SZ,801030.SI
2014-01-30,002557.SZ,801120.SI
2014-01-30,002558.SZ,801210.SI
2014-01-30,002561.SZ,801200.SI
2014-01-30,002562.SZ,801030.SI
2014-01-30,002563.SZ,801130.SI
2014-01-30,002565.SZ,801140.SI
2014-01-30,002566.SZ,801150.SI
2014-01-30,002567.SZ,801010.SI
2014-01-30,002568.SZ,801120.SI
2014-01-30,002569.SZ,801130.SI
2014-01-30,002570.SZ,801120.SI
2014-01-30,002571.SZ,801140.SI
2014-01-30,002572.SZ,801140.SI
2014-01-30,002573.SZ,801160.SI
2014-01-30,002574.SZ,801140.SI
2014-01-30,002575.SZ,801140.SI
